finding_id,project_chapter,project_finding,project_effect_or_result,evidence_grade,literature_domain,source_id,literature_claim,relationship,theoretical_explanation,disagreement_explanation,project_extension,limitation,citation_ready_sentence,source_report
F35,financial_risk,Risk-return conclusions depended partly on payoff specification.,R5 sensitivity produced some fragile ranks.,LEVEL 4 - sensitivity,simulation_validation,S057,"Simulation studies need explicit replication, validation, and output analysis.",consistent_with_literature,Metric definitions and coefficients affect rankings.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,General simulation methods textbook.,Risk-return conclusions depended partly on payoff specification. This is consistent with literature relative to Averill M. Law (2015).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F36,financial_risk,Opportunity cost clarified conservative-strategy weaknesses.,R4/R5 opportunity-cost terms clarified unused resources.,LEVEL 4 - payoff analysis,risk_metrics,S058,Sharpe-like ratios are a recognized way to compare mean return per unit volatility.,methodological_parallel,Opportunity cost links inaction to forgone return.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,DURF payoff ratios are analogues and not investment returns.,Opportunity cost clarified conservative-strategy weaknesses. This is methodological parallel relative to William F. Sharpe (1966).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F36,financial_risk,Opportunity cost clarified conservative-strategy weaknesses.,R4/R5 opportunity-cost terms clarified unused resources.,LEVEL 4 - payoff analysis,risk_metrics,S062,Risk-return tradeoffs are a formal basis for strategy frontier analogies.,methodological_parallel,Opportunity cost links inaction to forgone return.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Portfolio optimization is not equivalent to role selection in a game.,Opportunity cost clarified conservative-strategy weaknesses. This is methodological parallel relative to Harry Markowitz (1952).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F36,financial_risk,Opportunity cost clarified conservative-strategy weaknesses.,R4/R5 opportunity-cost terms clarified unused resources.,LEVEL 4 - payoff analysis,risk_metrics,S064,Risk preferences can alter choices and payoff distributions.,methodological_parallel,Opportunity cost links inaction to forgone return.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,The project's risk-preference labels are simplified and not calibrated prospect-theory parameters.,Opportunity cost clarified conservative-strategy weaknesses. This is methodological parallel relative to Daniel Kahneman (1979).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F37,engine_validity,Seat-label artifacts disappeared under neutral mode.,Seat-order-neutral rows matched across label transforms.,LEVEL 5 - engine/design validated,simulation_validation,S055,"DURF engine symmetry, replay, and validation tests are necessary model-credibility evidence.",consistent_with_literature,Simulation validation should isolate artifacts.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"General simulation V&V, not specific to social deduction.",Seat-label artifacts disappeared under neutral mode. This is consistent with literature relative to Robert G. Sargent (2013).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F37,engine_validity,Seat-label artifacts disappeared under neutral mode.,Seat-order-neutral rows matched across label transforms.,LEVEL 5 - engine/design validated,simulation_validation,S057,"Simulation studies need explicit replication, validation, and output analysis.",consistent_with_literature,Simulation validation should isolate artifacts.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,General simulation methods textbook.,Seat-label artifacts disappeared under neutral mode. This is consistent with literature relative to Averill M. Law (2015).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F38,engine_validity,Physical-direction replay achieved exact symmetry.,Supplied-action replay and mirror validation had zero divergences.,LEVEL 5 - engine/design validated,simulation_validation,S055,"DURF engine symmetry, replay, and validation tests are necessary model-credibility evidence.",consistent_with_literature,Replay and counterfactual validation increase engine credibility.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"General simulation V&V, not specific to social deduction.",Physical-direction replay achieved exact symmetry. This is consistent with literature relative to Robert G. Sargent (2013).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F38,engine_validity,Physical-direction replay achieved exact symmetry.,Supplied-action replay and mirror validation had zero divergences.,LEVEL 5 - engine/design validated,simulation_validation,S057,"Simulation studies need explicit replication, validation, and output analysis.",consistent_with_literature,Replay and counterfactual validation increase engine credibility.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,General simulation methods textbook.,Physical-direction replay achieved exact symmetry. This is consistent with literature relative to Averill M. Law (2015).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F39,ml_validation,Grouped ML validation corrected optimistic pilot performance.,Stage 1.5 reduced pilot AUC substantially.,LEVEL 3 - formal validation design,bow_domain_shift,S042,Held-out template failure is consistent with domain-shift theory.,consistent_with_literature,Grouped validation controls overfitting and dataset leakage.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Theory does not specify DURF template generators.,Grouped ML validation corrected optimistic pilot performance. This is consistent with literature relative to Shai Ben-David (2010).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F39,ml_validation,Grouped ML validation corrected optimistic pilot performance.,Stage 1.5 reduced pilot AUC substantially.,LEVEL 3 - formal validation design,bow_domain_shift,S043,Predictive performance can be dataset-bound and fail under distribution shift.,consistent_with_literature,Grouped validation controls overfitting and dataset leakage.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Computer vision setting; used for methodological analogy.,Grouped ML validation corrected optimistic pilot performance. This is consistent with literature relative to Antonio Torralba (2011).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F39,ml_validation,Grouped ML validation corrected optimistic pilot performance.,Stage 1.5 reduced pilot AUC substantially.,LEVEL 3 - formal validation design,bow_domain_shift,S044,Robustness should be evaluated under grouped or distribution-shifted splits.,consistent_with_literature,Grouped validation controls overfitting and dataset leakage.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"Benchmark suite, not a Werewolf experiment.",Grouped ML validation corrected optimistic pilot performance. This is consistent with literature relative to Pang Wei Koh (2021).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F39,ml_validation,Grouped ML validation corrected optimistic pilot performance.,Stage 1.5 reduced pilot AUC substantially.,LEVEL 3 - formal validation design,offline_policy,S050,Offline RL faces extrapolation and deployment-risk problems.,consistent_with_literature,Grouped validation controls overfitting and dataset leakage.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Preprint review; use as background only.,Grouped ML validation corrected optimistic pilot performance. This is consistent with literature relative to Sergey Levine (2020).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F40,ml_validation,Shadow or surrogate benefits failed to generalize to live policy.,Stage 2A/2B live tests overturned shadow gains.,LEVEL 4 - formal live validation,offline_policy,S046,Offline policy estimates can be biased or high variance without appropriate estimators.,consistent_with_literature,Offline-to-online gaps require live validation.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,DURF uses matched live validation rather than DR estimators.,Shadow or surrogate benefits failed to generalize to live policy. This is consistent with literature relative to Miroslav Dudik (2011).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F40,ml_validation,Shadow or surrogate benefits failed to generalize to live policy.,Stage 2A/2B live tests overturned shadow gains.,LEVEL 4 - formal live validation,offline_policy,S047,Unsafe policies should not be deployed based only on weak offline estimates.,consistent_with_literature,Offline-to-online gaps require live validation.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Confidence-bound method not implemented directly in DURF.,Shadow or surrogate benefits failed to generalize to live policy. This is consistent with literature relative to Philip Thomas (2015).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F40,ml_validation,Shadow or surrogate benefits failed to generalize to live policy.,Stage 2A/2B live tests overturned shadow gains.,LEVEL 4 - formal live validation,offline_policy,S048,Sequential policy evaluation has bias-variance tradeoffs and can be hard.,consistent_with_literature,Offline-to-online gaps require live validation.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Not a direct model of the project's shadow rollout diagnostics.,Shadow or surrogate benefits failed to generalize to live policy. This is consistent with literature relative to Nan Jiang (2016).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F40,ml_validation,Shadow or surrogate benefits failed to generalize to live policy.,Stage 2A/2B live tests overturned shadow gains.,LEVEL 4 - formal live validation,offline_policy,S049,Logged-data policy evaluation depends on support and logging-policy assumptions.,consistent_with_literature,Offline-to-online gaps require live validation.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Bandit feedback differs from long-horizon Werewolf games.,Shadow or surrogate benefits failed to generalize to live policy. This is consistent with literature relative to Lihong Li (2011).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F40,ml_validation,Shadow or surrogate benefits failed to generalize to live policy.,Stage 2A/2B live tests overturned shadow gains.,LEVEL 4 - formal live validation,offline_policy,S050,Offline RL faces extrapolation and deployment-risk problems.,consistent_with_literature,Offline-to-online gaps require live validation.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,Preprint review; use as background only.,Shadow or surrogate benefits failed to generalize to live policy. This is consistent with literature relative to Sergey Levine (2020).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F41,method_validity,Strategy ownership had to be separated from cross-role externalities.,R5.1 corrected global strategy labels into actor-specific attribution.,LEVEL 4 - attribution audit,simulation_validation,S055,"DURF engine symmetry, replay, and validation tests are necessary model-credibility evidence.",methodological_parallel,Attribution units and independent samples must match claims.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"General simulation V&V, not specific to social deduction.",Strategy ownership had to be separated from cross-role externalities. This is methodological parallel relative to Robert G. Sargent (2013).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F41,method_validity,Strategy ownership had to be separated from cross-role externalities.,R5.1 corrected global strategy labels into actor-specific attribution.,LEVEL 4 - attribution audit,simulation_validation,S057,"Simulation studies need explicit replication, validation, and output analysis.",methodological_parallel,Attribution units and independent samples must match claims.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,General simulation methods textbook.,Strategy ownership had to be separated from cross-role externalities. This is methodological parallel relative to Averill M. Law (2015).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
F41,method_validity,Strategy ownership had to be separated from cross-role externalities.,R5.1 corrected global strategy labels into actor-specific attribution.,LEVEL 4 - attribution audit,risk_metrics,S063,Risk metrics require explicit definitions and caveats about what properties they satisfy.,methodological_parallel,Attribution units and independent samples must match claims.,,DURF tests the idea in a controlled 10-player hidden-role simulator.,"DURF VaR/CVaR-like metrics are descriptive analogues, not full coherent-risk optimization.",Strategy ownership had to be separated from cross-role externalities. This is methodological parallel relative to Philippe Artzner (1999).,results/literature_synthesis_stage_r7/r7_project_finding_comparison_report.md
