matched_set_id,seed,seed_split,behavioral_regime,replicate_index,game_seed
r82_seed832_strong_village_information_rep01,832,r82_independent_replication,strong_village_information,1,235967234875937
r82_seed832_strong_village_information_rep02,832,r82_independent_replication,strong_village_information,2,164312750373190
r82_seed832_strong_village_information_rep03,832,r82_independent_replication,strong_village_information,3,275081691226893
r82_seed832_strong_village_information_rep04,832,r82_independent_replication,strong_village_information,4,192163223653748
r82_seed832_strong_village_information_rep05,832,r82_independent_replication,strong_village_information,5,213867148049957
r82_seed832_weak_village_information_rep01,832,r82_independent_replication,weak_village_information,1,14292736030969
r82_seed832_weak_village_information_rep02,832,r82_independent_replication,weak_village_information,2,173846887760420
r82_seed832_weak_village_information_rep03,832,r82_independent_replication,weak_village_information,3,133691822990687
r82_seed832_weak_village_information_rep04,832,r82_independent_replication,weak_village_information,4,125078875618396
r82_seed832_weak_village_information_rep05,832,r82_independent_replication,weak_village_information,5,131962745589946
r82_seed832_high_emotional_speech_rep01,832,r82_independent_replication,high_emotional_speech,1,268719238122542
r82_seed832_high_emotional_speech_rep02,832,r82_independent_replication,high_emotional_speech,2,219905339140914
r82_seed832_high_emotional_speech_rep03,832,r82_independent_replication,high_emotional_speech,3,261900872903068
r82_seed832_high_emotional_speech_rep04,832,r82_independent_replication,high_emotional_speech,4,71025611650278
r82_seed832_high_emotional_speech_rep05,832,r82_independent_replication,high_emotional_speech,5,106561896688920
r82_seed832_low_information_speech_rep01,832,r82_independent_replication,low_information_speech,1,106245794700017
r82_seed832_low_information_speech_rep02,832,r82_independent_replication,low_information_speech,2,8927306322387
r82_seed832_low_information_speech_rep03,832,r82_independent_replication,low_information_speech,3,249366054616613
r82_seed832_low_information_speech_rep04,832,r82_independent_replication,low_information_speech,4,95382565684187
r82_seed832_low_information_speech_rep05,832,r82_independent_replication,low_information_speech,5,52763992606765
r82_seed832_mixed_strategies_rep01,832,r82_independent_replication,mixed_strategies,1,59531355636338
r82_seed832_mixed_strategies_rep02,832,r82_independent_replication,mixed_strategies,2,61346639255968
r82_seed832_mixed_strategies_rep03,832,r82_independent_replication,mixed_strategies,3,85844035670934
r82_seed832_mixed_strategies_rep04,832,r82_independent_replication,mixed_strategies,4,99557703610250
r82_seed832_mixed_strategies_rep05,832,r82_independent_replication,mixed_strategies,5,90068113679124
r82_seed833_baseline_rep01,833,r82_independent_replication,baseline,1,73946801550638
r82_seed833_baseline_rep02,833,r82_independent_replication,baseline,2,258788233808793
r82_seed833_baseline_rep03,833,r82_independent_replication,baseline,3,57552707028491
r82_seed833_baseline_rep04,833,r82_independent_replication,baseline,4,141300360824423
r82_seed833_baseline_rep05,833,r82_independent_replication,baseline,5,174567833182835
r82_seed833_speech_enabled_rep01,833,r82_independent_replication,speech_enabled,1,18975036219151
r82_seed833_speech_enabled_rep02,833,r82_independent_replication,speech_enabled,2,210577429236886
r82_seed833_speech_enabled_rep03,833,r82_independent_replication,speech_enabled,3,5922449525112
r82_seed833_speech_enabled_rep04,833,r82_independent_replication,speech_enabled,4,105101003717493
r82_seed833_speech_enabled_rep05,833,r82_independent_replication,speech_enabled,5,145646084874930
r82_seed833_herding_enabled_rep01,833,r82_independent_replication,herding_enabled,1,140669686643323
r82_seed833_herding_enabled_rep02,833,r82_independent_replication,herding_enabled,2,133755272334635
r82_seed833_herding_enabled_rep03,833,r82_independent_replication,herding_enabled,3,249303091755720
r82_seed833_herding_enabled_rep04,833,r82_independent_replication,herding_enabled,4,74487488283657
r82_seed833_herding_enabled_rep05,833,r82_independent_replication,herding_enabled,5,235560015512955
r82_seed833_deception_enabled_rep01,833,r82_independent_replication,deception_enabled,1,7606842589501
r82_seed833_deception_enabled_rep02,833,r82_independent_replication,deception_enabled,2,24372423895863
r82_seed833_deception_enabled_rep03,833,r82_independent_replication,deception_enabled,3,213396211844150
r82_seed833_deception_enabled_rep04,833,r82_independent_replication,deception_enabled,4,11546466675936
r82_seed833_deception_enabled_rep05,833,r82_independent_replication,deception_enabled,5,255232396029869
r82_seed833_heterogeneous_risk_rep01,833,r82_independent_replication,heterogeneous_risk,1,234660102794991
r82_seed833_heterogeneous_risk_rep02,833,r82_independent_replication,heterogeneous_risk,2,192423598578527
r82_seed833_heterogeneous_risk_rep03,833,r82_independent_replication,heterogeneous_risk,3,220579525647343
r82_seed833_heterogeneous_risk_rep04,833,r82_independent_replication,heterogeneous_risk,4,190955503150025
r82_seed833_heterogeneous_risk_rep05,833,r82_independent_replication,heterogeneous_risk,5,193984840602758
r82_seed833_strong_village_information_rep01,833,r82_independent_replication,strong_village_information,1,206295354811826
r82_seed833_strong_village_information_rep02,833,r82_independent_replication,strong_village_information,2,58203655974963
r82_seed833_strong_village_information_rep03,833,r82_independent_replication,strong_village_information,3,107875227907595
r82_seed833_strong_village_information_rep04,833,r82_independent_replication,strong_village_information,4,163686298352446
r82_seed833_strong_village_information_rep05,833,r82_independent_replication,strong_village_information,5,197464013989448
r82_seed833_weak_village_information_rep01,833,r82_independent_replication,weak_village_information,1,27742195534031
r82_seed833_weak_village_information_rep02,833,r82_independent_replication,weak_village_information,2,224722192045816
r82_seed833_weak_village_information_rep03,833,r82_independent_replication,weak_village_information,3,193416803080317
r82_seed833_weak_village_information_rep04,833,r82_independent_replication,weak_village_information,4,202126458991558
r82_seed833_weak_village_information_rep05,833,r82_independent_replication,weak_village_information,5,37562648387635
r82_seed833_high_emotional_speech_rep01,833,r82_independent_replication,high_emotional_speech,1,135638381461474
r82_seed833_high_emotional_speech_rep02,833,r82_independent_replication,high_emotional_speech,2,97716130870430
r82_seed833_high_emotional_speech_rep03,833,r82_independent_replication,high_emotional_speech,3,93982164652647
r82_seed833_high_emotional_speech_rep04,833,r82_independent_replication,high_emotional_speech,4,183024196762128
r82_seed833_high_emotional_speech_rep05,833,r82_independent_replication,high_emotional_speech,5,131818361974444
r82_seed833_low_information_speech_rep01,833,r82_independent_replication,low_information_speech,1,182843316979377
r82_seed833_low_information_speech_rep02,833,r82_independent_replication,low_information_speech,2,249974550004004
r82_seed833_low_information_speech_rep03,833,r82_independent_replication,low_information_speech,3,79663200108563
r82_seed833_low_information_speech_rep04,833,r82_independent_replication,low_information_speech,4,108940484490859
r82_seed833_low_information_speech_rep05,833,r82_independent_replication,low_information_speech,5,103612618097572
r82_seed833_mixed_strategies_rep01,833,r82_independent_replication,mixed_strategies,1,280599224973769
r82_seed833_mixed_strategies_rep02,833,r82_independent_replication,mixed_strategies,2,173031393393291
r82_seed833_mixed_strategies_rep03,833,r82_independent_replication,mixed_strategies,3,7333063842855
r82_seed833_mixed_strategies_rep04,833,r82_independent_replication,mixed_strategies,4,187852809606027
r82_seed833_mixed_strategies_rep05,833,r82_independent_replication,mixed_strategies,5,5808148376636
r82_seed834_baseline_rep01,834,r82_independent_replication,baseline,1,45385631305248
r82_seed834_baseline_rep02,834,r82_independent_replication,baseline,2,81654604014783
r82_seed834_baseline_rep03,834,r82_independent_replication,baseline,3,125152652455690
r82_seed834_baseline_rep04,834,r82_independent_replication,baseline,4,205626315798202
r82_seed834_baseline_rep05,834,r82_independent_replication,baseline,5,159513125168364
r82_seed834_speech_enabled_rep01,834,r82_independent_replication,speech_enabled,1,6422158736784
r82_seed834_speech_enabled_rep02,834,r82_independent_replication,speech_enabled,2,184793587449417
r82_seed834_speech_enabled_rep03,834,r82_independent_replication,speech_enabled,3,123158337844165
r82_seed834_speech_enabled_rep04,834,r82_independent_replication,speech_enabled,4,89680095787914
r82_seed834_speech_enabled_rep05,834,r82_independent_replication,speech_enabled,5,26457331716148
r82_seed834_herding_enabled_rep01,834,r82_independent_replication,herding_enabled,1,140659851847686
r82_seed834_herding_enabled_rep02,834,r82_independent_replication,herding_enabled,2,113818456954444
r82_seed834_herding_enabled_rep03,834,r82_independent_replication,herding_enabled,3,173013974480988
r82_seed834_herding_enabled_rep04,834,r82_independent_replication,herding_enabled,4,218741475802031
r82_seed834_herding_enabled_rep05,834,r82_independent_replication,herding_enabled,5,259187020397177
r82_seed834_deception_enabled_rep01,834,r82_independent_replication,deception_enabled,1,98431280521141
r82_seed834_deception_enabled_rep02,834,r82_independent_replication,deception_enabled,2,233359073274225
r82_seed834_deception_enabled_rep03,834,r82_independent_replication,deception_enabled,3,112026683314478
r82_seed834_deception_enabled_rep04,834,r82_independent_replication,deception_enabled,4,229079273009443
r82_seed834_deception_enabled_rep05,834,r82_independent_replication,deception_enabled,5,24622168095375
r82_seed834_heterogeneous_risk_rep01,834,r82_independent_replication,heterogeneous_risk,1,25774346198028
r82_seed834_heterogeneous_risk_rep02,834,r82_independent_replication,heterogeneous_risk,2,149714081144801
r82_seed834_heterogeneous_risk_rep03,834,r82_independent_replication,heterogeneous_risk,3,207502199881294
r82_seed834_heterogeneous_risk_rep04,834,r82_independent_replication,heterogeneous_risk,4,104925811136892
r82_seed834_heterogeneous_risk_rep05,834,r82_independent_replication,heterogeneous_risk,5,114068311427578
r82_seed834_strong_village_information_rep01,834,r82_independent_replication,strong_village_information,1,108612243161742
r82_seed834_strong_village_information_rep02,834,r82_independent_replication,strong_village_information,2,142733827175820
r82_seed834_strong_village_information_rep03,834,r82_independent_replication,strong_village_information,3,234288367968769
r82_seed834_strong_village_information_rep04,834,r82_independent_replication,strong_village_information,4,260991444285279
r82_seed834_strong_village_information_rep05,834,r82_independent_replication,strong_village_information,5,275454131865673
r82_seed834_weak_village_information_rep01,834,r82_independent_replication,weak_village_information,1,121440982117039
r82_seed834_weak_village_information_rep02,834,r82_independent_replication,weak_village_information,2,221343777078578
r82_seed834_weak_village_information_rep03,834,r82_independent_replication,weak_village_information,3,171873022507671
r82_seed834_weak_village_information_rep04,834,r82_independent_replication,weak_village_information,4,251714497326654
r82_seed834_weak_village_information_rep05,834,r82_independent_replication,weak_village_information,5,38390994177925
r82_seed834_high_emotional_speech_rep01,834,r82_independent_replication,high_emotional_speech,1,134891849686120
r82_seed834_high_emotional_speech_rep02,834,r82_independent_replication,high_emotional_speech,2,203745068754772
r82_seed834_high_emotional_speech_rep03,834,r82_independent_replication,high_emotional_speech,3,36741814751602
r82_seed834_high_emotional_speech_rep04,834,r82_independent_replication,high_emotional_speech,4,163698988366350
r82_seed834_high_emotional_speech_rep05,834,r82_independent_replication,high_emotional_speech,5,48407059379353
r82_seed834_low_information_speech_rep01,834,r82_independent_replication,low_information_speech,1,157985737673715
r82_seed834_low_information_speech_rep02,834,r82_independent_replication,low_information_speech,2,155219343304119
r82_seed834_low_information_speech_rep03,834,r82_independent_replication,low_information_speech,3,261245413176273
r82_seed834_low_information_speech_rep04,834,r82_independent_replication,low_information_speech,4,225286820450885
r82_seed834_low_information_speech_rep05,834,r82_independent_replication,low_information_speech,5,95121277661490
r82_seed834_mixed_strategies_rep01,834,r82_independent_replication,mixed_strategies,1,31347314281667
r82_seed834_mixed_strategies_rep02,834,r82_independent_replication,mixed_strategies,2,41938078807604
r82_seed834_mixed_strategies_rep03,834,r82_independent_replication,mixed_strategies,3,170867602834855
r82_seed834_mixed_strategies_rep04,834,r82_independent_replication,mixed_strategies,4,262768859971795
r82_seed834_mixed_strategies_rep05,834,r82_independent_replication,mixed_strategies,5,208798043817968
r82_seed835_baseline_rep01,835,r82_independent_replication,baseline,1,246182344672958
r82_seed835_baseline_rep02,835,r82_independent_replication,baseline,2,13927907243407
r82_seed835_baseline_rep03,835,r82_independent_replication,baseline,3,246626478634513
r82_seed835_baseline_rep04,835,r82_independent_replication,baseline,4,104507631905292
r82_seed835_baseline_rep05,835,r82_independent_replication,baseline,5,112971005317010
r82_seed835_speech_enabled_rep01,835,r82_independent_replication,speech_enabled,1,71900453807872
r82_seed835_speech_enabled_rep02,835,r82_independent_replication,speech_enabled,2,113967304533217
r82_seed835_speech_enabled_rep03,835,r82_independent_replication,speech_enabled,3,236871429227196
r82_seed835_speech_enabled_rep04,835,r82_independent_replication,speech_enabled,4,217926645473468
r82_seed835_speech_enabled_rep05,835,r82_independent_replication,speech_enabled,5,95905680821719
r82_seed835_herding_enabled_rep01,835,r82_independent_replication,herding_enabled,1,133027722364338
r82_seed835_herding_enabled_rep02,835,r82_independent_replication,herding_enabled,2,266399648286289
r82_seed835_herding_enabled_rep03,835,r82_independent_replication,herding_enabled,3,62223816393834
r82_seed835_herding_enabled_rep04,835,r82_independent_replication,herding_enabled,4,78727399613186
r82_seed835_herding_enabled_rep05,835,r82_independent_replication,herding_enabled,5,217472800549408
r82_seed835_deception_enabled_rep01,835,r82_independent_replication,deception_enabled,1,233208851567302
r82_seed835_deception_enabled_rep02,835,r82_independent_replication,deception_enabled,2,90804286291948
r82_seed835_deception_enabled_rep03,835,r82_independent_replication,deception_enabled,3,81597769294681
r82_seed835_deception_enabled_rep04,835,r82_independent_replication,deception_enabled,4,74110736953513
r82_seed835_deception_enabled_rep05,835,r82_independent_replication,deception_enabled,5,120769991488193
r82_seed835_heterogeneous_risk_rep01,835,r82_independent_replication,heterogeneous_risk,1,43837946652643
r82_seed835_heterogeneous_risk_rep02,835,r82_independent_replication,heterogeneous_risk,2,276170074477476
r82_seed835_heterogeneous_risk_rep03,835,r82_independent_replication,heterogeneous_risk,3,111403598039068
r82_seed835_heterogeneous_risk_rep04,835,r82_independent_replication,heterogeneous_risk,4,194964558472820
r82_seed835_heterogeneous_risk_rep05,835,r82_independent_replication,heterogeneous_risk,5,278712896942147
r82_seed835_strong_village_information_rep01,835,r82_independent_replication,strong_village_information,1,9276519158999
r82_seed835_strong_village_information_rep02,835,r82_independent_replication,strong_village_information,2,48113561713694
r82_seed835_strong_village_information_rep03,835,r82_independent_replication,strong_village_information,3,34888377783124
r82_seed835_strong_village_information_rep04,835,r82_independent_replication,strong_village_information,4,257248408866179
r82_seed835_strong_village_information_rep05,835,r82_independent_replication,strong_village_information,5,12682974619364
r82_seed835_weak_village_information_rep01,835,r82_independent_replication,weak_village_information,1,145665819488595
r82_seed835_weak_village_information_rep02,835,r82_independent_replication,weak_village_information,2,221231673506080
r82_seed835_weak_village_information_rep03,835,r82_independent_replication,weak_village_information,3,219791920882416
r82_seed835_weak_village_information_rep04,835,r82_independent_replication,weak_village_information,4,274232377058820
r82_seed835_weak_village_information_rep05,835,r82_independent_replication,weak_village_information,5,167320359661949
r82_seed835_high_emotional_speech_rep01,835,r82_independent_replication,high_emotional_speech,1,79322646390440
r82_seed835_high_emotional_speech_rep02,835,r82_independent_replication,high_emotional_speech,2,195330865126646
r82_seed835_high_emotional_speech_rep03,835,r82_independent_replication,high_emotional_speech,3,159296123674649
r82_seed835_high_emotional_speech_rep04,835,r82_independent_replication,high_emotional_speech,4,46441816975147
r82_seed835_high_emotional_speech_rep05,835,r82_independent_replication,high_emotional_speech,5,158105884006213
r82_seed835_low_information_speech_rep01,835,r82_independent_replication,low_information_speech,1,224484702376068
r82_seed835_low_information_speech_rep02,835,r82_independent_replication,low_information_speech,2,57415616743461
r82_seed835_low_information_speech_rep03,835,r82_independent_replication,low_information_speech,3,20277430569831
r82_seed835_low_information_speech_rep04,835,r82_independent_replication,low_information_speech,4,110951313743560
r82_seed835_low_information_speech_rep05,835,r82_independent_replication,low_information_speech,5,102400928563414
r82_seed835_mixed_strategies_rep01,835,r82_independent_replication,mixed_strategies,1,14794663857285
r82_seed835_mixed_strategies_rep02,835,r82_independent_replication,mixed_strategies,2,125457787332004
r82_seed835_mixed_strategies_rep03,835,r82_independent_replication,mixed_strategies,3,131637123736993
r82_seed835_mixed_strategies_rep04,835,r82_independent_replication,mixed_strategies,4,146810257004877
r82_seed835_mixed_strategies_rep05,835,r82_independent_replication,mixed_strategies,5,157333067362745
r82_seed836_baseline_rep01,836,r82_independent_replication,baseline,1,57265831097011
r82_seed836_baseline_rep02,836,r82_independent_replication,baseline,2,155045256987749
r82_seed836_baseline_rep03,836,r82_independent_replication,baseline,3,59480552706182
r82_seed836_baseline_rep04,836,r82_independent_replication,baseline,4,178811794494372
r82_seed836_baseline_rep05,836,r82_independent_replication,baseline,5,242514758024872
r82_seed836_speech_enabled_rep01,836,r82_independent_replication,speech_enabled,1,56987371010303
r82_seed836_speech_enabled_rep02,836,r82_independent_replication,speech_enabled,2,218304610996715
r82_seed836_speech_enabled_rep03,836,r82_independent_replication,speech_enabled,3,85184089279265
r82_seed836_speech_enabled_rep04,836,r82_independent_replication,speech_enabled,4,167040410390947
r82_seed836_speech_enabled_rep05,836,r82_independent_replication,speech_enabled,5,33869888736608
r82_seed836_herding_enabled_rep01,836,r82_independent_replication,herding_enabled,1,154793019601714
r82_seed836_herding_enabled_rep02,836,r82_independent_replication,herding_enabled,2,119587126529927
r82_seed836_herding_enabled_rep03,836,r82_independent_replication,herding_enabled,3,6138576788528
r82_seed836_herding_enabled_rep04,836,r82_independent_replication,herding_enabled,4,136826754064295
r82_seed836_herding_enabled_rep05,836,r82_independent_replication,herding_enabled,5,68406103819012
r82_seed836_deception_enabled_rep01,836,r82_independent_replication,deception_enabled,1,102922896746025
r82_seed836_deception_enabled_rep02,836,r82_independent_replication,deception_enabled,2,233240462045741
r82_seed836_deception_enabled_rep03,836,r82_independent_replication,deception_enabled,3,87941017317016
r82_seed836_deception_enabled_rep04,836,r82_independent_replication,deception_enabled,4,169869345143412
r82_seed836_deception_enabled_rep05,836,r82_independent_replication,deception_enabled,5,258770324705159
r82_seed836_heterogeneous_risk_rep01,836,r82_independent_replication,heterogeneous_risk,1,105697426344274
r82_seed836_heterogeneous_risk_rep02,836,r82_independent_replication,heterogeneous_risk,2,119575690340017
r82_seed836_heterogeneous_risk_rep03,836,r82_independent_replication,heterogeneous_risk,3,92243927796950
r82_seed836_heterogeneous_risk_rep04,836,r82_independent_replication,heterogeneous_risk,4,178377398166295
r82_seed836_heterogeneous_risk_rep05,836,r82_independent_replication,heterogeneous_risk,5,60148693828931
r82_seed836_strong_village_information_rep01,836,r82_independent_replication,strong_village_information,1,188980029194525
r82_seed836_strong_village_information_rep02,836,r82_independent_replication,strong_village_information,2,176365981724082
r82_seed836_strong_village_information_rep03,836,r82_independent_replication,strong_village_information,3,14322034157442
r82_seed836_strong_village_information_rep04,836,r82_independent_replication,strong_village_information,4,50678598328836
r82_seed836_strong_village_information_rep05,836,r82_independent_replication,strong_village_information,5,199469549763423
r82_seed836_weak_village_information_rep01,836,r82_independent_replication,weak_village_information,1,48174022312676
r82_seed836_weak_village_information_rep02,836,r82_independent_replication,weak_village_information,2,266862446697813
r82_seed836_weak_village_information_rep03,836,r82_independent_replication,weak_village_information,3,51700022828913
r82_seed836_weak_village_information_rep04,836,r82_independent_replication,weak_village_information,4,213003152275245
r82_seed836_weak_village_information_rep05,836,r82_independent_replication,weak_village_information,5,132645078499119
r82_seed836_high_emotional_speech_rep01,836,r82_independent_replication,high_emotional_speech,1,142264015205361
r82_seed836_high_emotional_speech_rep02,836,r82_independent_replication,high_emotional_speech,2,261795737070368
r82_seed836_high_emotional_speech_rep03,836,r82_independent_replication,high_emotional_speech,3,181279343508252
r82_seed836_high_emotional_speech_rep04,836,r82_independent_replication,high_emotional_speech,4,147854963726263
r82_seed836_high_emotional_speech_rep05,836,r82_independent_replication,high_emotional_speech,5,104117708153748
r82_seed836_low_information_speech_rep01,836,r82_independent_replication,low_information_speech,1,52803318524799
r82_seed836_low_information_speech_rep02,836,r82_independent_replication,low_information_speech,2,197496703021380
r82_seed836_low_information_speech_rep03,836,r82_independent_replication,low_information_speech,3,222671444480981
r82_seed836_low_information_speech_rep04,836,r82_independent_replication,low_information_speech,4,174101352409433
r82_seed836_low_information_speech_rep05,836,r82_independent_replication,low_information_speech,5,197426511434601
r82_seed836_mixed_strategies_rep01,836,r82_independent_replication,mixed_strategies,1,1577200425947
r82_seed836_mixed_strategies_rep02,836,r82_independent_replication,mixed_strategies,2,3340392931997
r82_seed836_mixed_strategies_rep03,836,r82_independent_replication,mixed_strategies,3,123511565539305
r82_seed836_mixed_strategies_rep04,836,r82_independent_replication,mixed_strategies,4,106273166979823
r82_seed836_mixed_strategies_rep05,836,r82_independent_replication,mixed_strategies,5,277581811445423
r82_seed837_baseline_rep01,837,r82_independent_replication,baseline,1,149411153032767
r82_seed837_baseline_rep02,837,r82_independent_replication,baseline,2,165172318337573
r82_seed837_baseline_rep03,837,r82_independent_replication,baseline,3,61789515731083
r82_seed837_baseline_rep04,837,r82_independent_replication,baseline,4,215896699950907
r82_seed837_baseline_rep05,837,r82_independent_replication,baseline,5,241947581825766
r82_seed837_speech_enabled_rep01,837,r82_independent_replication,speech_enabled,1,118232843217093
r82_seed837_speech_enabled_rep02,837,r82_independent_replication,speech_enabled,2,25481275391611
r82_seed837_speech_enabled_rep03,837,r82_independent_replication,speech_enabled,3,45291534480514
r82_seed837_speech_enabled_rep04,837,r82_independent_replication,speech_enabled,4,199936908668148
r82_seed837_speech_enabled_rep05,837,r82_independent_replication,speech_enabled,5,251562154934577
r82_seed837_herding_enabled_rep01,837,r82_independent_replication,herding_enabled,1,254506207475122
r82_seed837_herding_enabled_rep02,837,r82_independent_replication,herding_enabled,2,70079640545436
r82_seed837_herding_enabled_rep03,837,r82_independent_replication,herding_enabled,3,270199327049722
r82_seed837_herding_enabled_rep04,837,r82_independent_replication,herding_enabled,4,201395380370662
r82_seed837_herding_enabled_rep05,837,r82_independent_replication,herding_enabled,5,74297556626686
r82_seed837_deception_enabled_rep01,837,r82_independent_replication,deception_enabled,1,67053136609498
r82_seed837_deception_enabled_rep02,837,r82_independent_replication,deception_enabled,2,35694771422336
r82_seed837_deception_enabled_rep03,837,r82_independent_replication,deception_enabled,3,190054124000128
r82_seed837_deception_enabled_rep04,837,r82_independent_replication,deception_enabled,4,51423541253972
r82_seed837_deception_enabled_rep05,837,r82_independent_replication,deception_enabled,5,183090902122372
r82_seed837_heterogeneous_risk_rep01,837,r82_independent_replication,heterogeneous_risk,1,148354211026843
r82_seed837_heterogeneous_risk_rep02,837,r82_independent_replication,heterogeneous_risk,2,227340911743066
r82_seed837_heterogeneous_risk_rep03,837,r82_independent_replication,heterogeneous_risk,3,130831238183193
r82_seed837_heterogeneous_risk_rep04,837,r82_independent_replication,heterogeneous_risk,4,208535696336321
r82_seed837_heterogeneous_risk_rep05,837,r82_independent_replication,heterogeneous_risk,5,214936221424454
r82_seed837_strong_village_information_rep01,837,r82_independent_replication,strong_village_information,1,141033671147836
r82_seed837_strong_village_information_rep02,837,r82_independent_replication,strong_village_information,2,88354892937179
r82_seed837_strong_village_information_rep03,837,r82_independent_replication,strong_village_information,3,166518037544894
r82_seed837_strong_village_information_rep04,837,r82_independent_replication,strong_village_information,4,152416813959602
r82_seed837_strong_village_information_rep05,837,r82_independent_replication,strong_village_information,5,98092912015658
r82_seed837_weak_village_information_rep01,837,r82_independent_replication,weak_village_information,1,188768446660334
r82_seed837_weak_village_information_rep02,837,r82_independent_replication,weak_village_information,2,12385951250718
r82_seed837_weak_village_information_rep03,837,r82_independent_replication,weak_village_information,3,194435217640467
r82_seed837_weak_village_information_rep04,837,r82_independent_replication,weak_village_information,4,175993415213784
r82_seed837_weak_village_information_rep05,837,r82_independent_replication,weak_village_information,5,137490370146674
r82_seed837_high_emotional_speech_rep01,837,r82_independent_replication,high_emotional_speech,1,278216678009793
r82_seed837_high_emotional_speech_rep02,837,r82_independent_replication,high_emotional_speech,2,153951328782036
r82_seed837_high_emotional_speech_rep03,837,r82_independent_replication,high_emotional_speech,3,47007833110389
r82_seed837_high_emotional_speech_rep04,837,r82_independent_replication,high_emotional_speech,4,206828201209289
r82_seed837_high_emotional_speech_rep05,837,r82_independent_replication,high_emotional_speech,5,202510072385160
r82_seed837_low_information_speech_rep01,837,r82_independent_replication,low_information_speech,1,46843370129802
r82_seed837_low_information_speech_rep02,837,r82_independent_replication,low_information_speech,2,136385005473805
r82_seed837_low_information_speech_rep03,837,r82_independent_replication,low_information_speech,3,224656085903418
r82_seed837_low_information_speech_rep04,837,r82_independent_replication,low_information_speech,4,103775116440207
r82_seed837_low_information_speech_rep05,837,r82_independent_replication,low_information_speech,5,110690256829444
r82_seed837_mixed_strategies_rep01,837,r82_independent_replication,mixed_strategies,1,194401750402352
r82_seed837_mixed_strategies_rep02,837,r82_independent_replication,mixed_strategies,2,19399377718544
r82_seed837_mixed_strategies_rep03,837,r82_independent_replication,mixed_strategies,3,272952326224407
r82_seed837_mixed_strategies_rep04,837,r82_independent_replication,mixed_strategies,4,134676431503405
r82_seed837_mixed_strategies_rep05,837,r82_independent_replication,mixed_strategies,5,128815372369456
r82_seed838_baseline_rep01,838,r82_independent_replication,baseline,1,115866751909352
r82_seed838_baseline_rep02,838,r82_independent_replication,baseline,2,24043148635179
r82_seed838_baseline_rep03,838,r82_independent_replication,baseline,3,227454399593165
r82_seed838_baseline_rep04,838,r82_independent_replication,baseline,4,193696062433393
r82_seed838_baseline_rep05,838,r82_independent_replication,baseline,5,189235504305746
r82_seed838_speech_enabled_rep01,838,r82_independent_replication,speech_enabled,1,258239410830109
r82_seed838_speech_enabled_rep02,838,r82_independent_replication,speech_enabled,2,149987706365047
r82_seed838_speech_enabled_rep03,838,r82_independent_replication,speech_enabled,3,113667762510502
r82_seed838_speech_enabled_rep04,838,r82_independent_replication,speech_enabled,4,229388300415472
r82_seed838_speech_enabled_rep05,838,r82_independent_replication,speech_enabled,5,146459733783863
r82_seed838_herding_enabled_rep01,838,r82_independent_replication,herding_enabled,1,129174228248052
r82_seed838_herding_enabled_rep02,838,r82_independent_replication,herding_enabled,2,147750863526762
r82_seed838_herding_enabled_rep03,838,r82_independent_replication,herding_enabled,3,48210109944479
r82_seed838_herding_enabled_rep04,838,r82_independent_replication,herding_enabled,4,203709188469721
r82_seed838_herding_enabled_rep05,838,r82_independent_replication,herding_enabled,5,169834128619065
r82_seed838_deception_enabled_rep01,838,r82_independent_replication,deception_enabled,1,31322882924937
r82_seed838_deception_enabled_rep02,838,r82_independent_replication,deception_enabled,2,198075133131435
r82_seed838_deception_enabled_rep03,838,r82_independent_replication,deception_enabled,3,237659696625220
r82_seed838_deception_enabled_rep04,838,r82_independent_replication,deception_enabled,4,39090245773727
r82_seed838_deception_enabled_rep05,838,r82_independent_replication,deception_enabled,5,244500335135417
r82_seed838_heterogeneous_risk_rep01,838,r82_independent_replication,heterogeneous_risk,1,29620053555724
r82_seed838_heterogeneous_risk_rep02,838,r82_independent_replication,heterogeneous_risk,2,233831561572081
r82_seed838_heterogeneous_risk_rep03,838,r82_independent_replication,heterogeneous_risk,3,183991651250463
r82_seed838_heterogeneous_risk_rep04,838,r82_independent_replication,heterogeneous_risk,4,243356828718827
r82_seed838_heterogeneous_risk_rep05,838,r82_independent_replication,heterogeneous_risk,5,180055713741348
r82_seed838_strong_village_information_rep01,838,r82_independent_replication,strong_village_information,1,75211875743683
r82_seed838_strong_village_information_rep02,838,r82_independent_replication,strong_village_information,2,187085205590729
r82_seed838_strong_village_information_rep03,838,r82_independent_replication,strong_village_information,3,202308359385287
r82_seed838_strong_village_information_rep04,838,r82_independent_replication,strong_village_information,4,99917953928612
r82_seed838_strong_village_information_rep05,838,r82_independent_replication,strong_village_information,5,83118932975182
r82_seed838_weak_village_information_rep01,838,r82_independent_replication,weak_village_information,1,166903123515011
r82_seed838_weak_village_information_rep02,838,r82_independent_replication,weak_village_information,2,53664834326619
r82_seed838_weak_village_information_rep03,838,r82_independent_replication,weak_village_information,3,11578165804954
r82_seed838_weak_village_information_rep04,838,r82_independent_replication,weak_village_information,4,184462388914553
r82_seed838_weak_village_information_rep05,838,r82_independent_replication,weak_village_information,5,134145518021759
r82_seed838_high_emotional_speech_rep01,838,r82_independent_replication,high_emotional_speech,1,10932180338653
r82_seed838_high_emotional_speech_rep02,838,r82_independent_replication,high_emotional_speech,2,98804988468056
r82_seed838_high_emotional_speech_rep03,838,r82_independent_replication,high_emotional_speech,3,150636967324257
